iter	MAE
463	0.544126356
464	0.5441196305
465	0.5441229262
466	0.5441258937
467	0.544129155
468	0.5441275401
469	0.5441302372
470	0.5441285265
471	0.5440694866
472	0.5440748695
473	0.5440758259
474	0.5440727165
475	0.5440699317
476	0.5440674323
477	0.5440716563
478	0.5440754489
479	0.5440813162
480	0.5440699903
481	0.5440661883
482	0.5440715541
483	0.5440716949
484	0.5440681402
485	0.5440736312
486	0.5440699117
487	0.5440752241
488	0.5440788005
489	0.5440746611
490	0.544074288
491	0.5440719302
492	0.5440189773
493	0.5440184968
494	0.5440150296
495	0.5440192308
496	0.5440195797
497	0.5440199098
498	0.5440227659
499	0.5440313554
500	0.5440316509
501	0.544027882
502	0.5440278484
503	0.5440310149
504	0.5440338104
505	0.5440408242
506	0.5440427837
507	0.5440445526
508	0.5440479551
509	0.5440483128
510	0.544050089
511	0.5439738638
512	0.5439753333
513	0.5439796163
514	0.5439834743
515	0.5439841119
516	0.5439864215
517	0.5439897154
518	0.5439926825
519	0.543995798
520	0.5439983306
521	0.5440016294
522	0.544003615
523	0.5440070639
524	0.5440061491
525	0.5440031325
526	0.5439564583
527	0.543960394
528	0.5439615256
529	0.5439606804
530	0.5439691378
531	0.5439702977
532	0.5439678373
533	0.5439721338
534	0.5439760052
535	0.5439815212
536	0.5439860621
537	0.5439905416
538	0.5439923234
539	0.5439939304
540	0.5439594975
541	0.5439592851
542	0.5439591061
543	0.5439630836
544	0.5439591221
545	0.5439555653
546	0.5439588008
547	0.5439636039
548	0.5439662719
549	0.5439673041
550	0.543971579
551	0.5439720752
552	0.5439712773
553	0.5439715613
554	0.5439676321
555	0.543967958
556	0.5439594562
557	0.5439622192
558	0.5439647095
559	0.5439707022
560	0.5439722726
561	0.5439736864
562	0.5439749591
563	0.543979966
564	0.5439823826
565	0.5439790965
566	0.5439838001
567	0.5439875146
568	0.5439908618
569	0.5439936224
570	0.5439927141
571	0.5439918973
572	0.5439911622
573	0.5439473601
574	0.5439478825
575	0.5439532648
576	0.5439547116
577	0.5439600188
578	0.543918627
579	0.5439192271
580	0.5439143092
581	0.5439128302
582	0.5439153238
583	0.5439141592
584	0.543918826
585	0.5439208621
586	0.5439247772
587	0.5439133528
588	0.5438712753
589	0.5438677287
590	0.5438696428
591	0.5438713756
592	0.5438714257
593	0.5438703189
594	0.543873987
595	0.5438805156
596	0.5438745186
597	0.5438722856
598	0.5438732036
599	0.5438801335
600	0.5438825028
601	0.5438774396
602	0.5438877474
603	0.5438468011
604	0.5438350927
605	0.5438370617
606	0.5438275368
607	0.5438188241
608	0.5438111733
609	0.5438042885
610	0.5437980934
611	0.5437925186
612	0.5437875021
613	0.5437829874
614	0.5437789243
615	0.5437860082
616	0.5437950736
617	0.5437915869
618	0.5437884493
619	0.5437918098
620	0.5437886405
621	0.5437857881
622	0.543783221
623	0.5437797996
624	0.5437777854
625	0.5437759751
626	0.5437743471
627	0.5437728819
628	0.5437715632
629	0.5437703763
630	0.5437693082
631	0.5437683468
632	0.5437674816
633	0.5437667029
634	0.5437660021
635	0.5437653714
636	0.543763716
637	0.5437622301
638	0.5437724339
639	0.5437796873
640	0.5437880994
641	0.5437883291
642	0.5437885384
643	0.5437850724
644	0.5437926743
645	0.5437971492
646	0.5437984278
647	0.5437995798
648	0.5438006165
649	0.5438015498
650	0.5437592314
651	0.5437628589
652	0.5437697567
653	0.543709622
654	0.5437074014
655	0.5437094621
656	0.5437077525
657	0.5437062196
658	0.5437048424
659	0.5437144444
660	0.5437212327
661	0.5437226918
662	0.5437299829
663	0.5437301518
664	0.5437353178
665	0.5437416746
666	0.5437403362
667	0.5437398831
668	0.5436923336
669	0.5436944971
670	0.5436959758
671	0.5436956458
672	0.5436968509
673	0.5436986855
674	0.54370581
675	0.5437089253
676	0.5437102704
677	0.5437090926
678	0.5437103545
679	0.5437094816
680	0.543716407
681	0.5437154049
682	0.5437158386
683	0.5437149045
684	0.5437140644
685	0.5437194628
686	0.5437159122
687	0.5437163404
688	0.5437167261
689	0.5437139809
690	0.5437146746
691	0.5437123536
692	0.5437185073
693	0.5437195801
694	0.5437251485
695	0.5437262113
696	0.5437312513
697	0.5437337556
698	0.5437295746
699	0.5437306875
700	0.5437313954
701	0.5437281234
702	0.5437251802
703	0.543726396
704	0.5437274911
705	0.5437284785
706	0.5437267594
707	0.5437272446
708	0.543727682
709	0.5437259805
710	0.5437330431
711	0.5437371689
712	0.5437368241
713	0.5437365154
714	0.5437328709
715	0.5437371035
716	0.5437372133
717	0.5437373122
718	0.5437411614
719	0.5437326928
720	0.543735034
721	0.5437349269
722	0.5437348338
723	0.5437347524
724	0.5437346801
725	0.5437296552
726	0.5437286767
727	0.5437286477
728	0.5437286217
729	0.5437285983
730	0.5437311503
731	0.5437261394
732	0.5437263635
733	0.5437265651
734	0.5437267465
735	0.5437269098
736	0.5437270568
737	0.5437297604
738	0.5437300731
739	0.5437303547
740	0.5437306081
741	0.5437308367
742	0.5437310444
743	0.5437312313
744	0.5437313995
745	0.5437315509
746	0.5437312912
747	0.543731571
748	0.5437318229
749	0.5437320496
750	0.5437322537
751	0.5437319071
752	0.543733705
753	0.5437278813
754	0.5437284799
755	0.5437283028
756	0.5437303372
757	0.54372471
758	0.543700294
759	0.5436972816
760	0.5436975377
761	0.5437014771
762	0.5437050289
763	0.5437082301
764	0.5437070948
765	0.5437060731
766	0.5437051538
767	0.5437043267
768	0.5437035839
769	0.5437029157
770	0.5437023144
771	0.5436996471
772	0.5436988767
773	0.5436981849
774	0.5437018803
775	0.5437020056
776	0.5436966698
777	0.543695062
778	0.5436925703
779	0.5436907335
780	0.5436869028
781	0.5436834557
782	0.5436587678
783	0.5436653968
784	0.5436713705
785	0.5436661651
786	0.5436614848
787	0.5436609999
788	0.543662079
789	0.5436607548
790	0.5436570041
791	0.54365754
792	0.5436408518
793	0.5436376629
794	0.543639528
795	0.5436412117
796	0.5436427299
797	0.5436391759
798	0.5436373808
799	0.5436378474
800	0.5436382715
801	0.543638657
802	0.5436363765
803	0.5436343242
804	0.5436431973
805	0.5436511863
806	0.543658384
807	0.5436570831
808	0.5436636406
809	0.5436647776
810	0.5436642289
811	0.5436637362
812	0.5436699078
813	0.5436692943
814	0.5436208187
815	0.5436268846
816	0.5436360509
817	0.5436402896
818	0.5436416486
819	0.5436453893
820	0.5436487616
821	0.5436517983
822	0.5436545319
823	0.5436559479
824	0.5436582134
825	0.5436599856
826	0.5436624288
827	0.5436646865
828	0.5436660442
829	0.5436680532
830	0.5436698492
831	0.5436698946
832	0.5436670771
833	0.5436688051
834	0.5436623375
835	0.543668319
836	0.543667609
837	0.543666971
838	0.5436664015
839	0.5436658892
840	0.5436654305
841	0.5436650192
842	0.5436677902
843	0.5436640882
844	0.5436668827
845	0.5436693982
846	0.5436791578
847	0.5436782237
848	0.5436794897
849	0.543678603
850	0.5436778049
851	0.5436770869
852	0.5436775385
853	0.5436726861
854	0.5436663057
855	0.543665331
856	0.5436637565
857	0.5436251973
858	0.5436343094
859	0.5436355694
860	0.5436367083
861	0.5436377372
862	0.5436386641
863	0.5436357498
864	0.5436364433
865	0.5436370686
866	0.5436327867
867	0.5436335503
868	0.5436342394
869	0.5436318714
870	0.5436324034
871	0.5436327471
872	0.5436349919
873	0.543634888
874	0.5436418227
875	0.5436426756
876	0.5436434451
877	0.5436441429
878	0.5436404192
879	0.5436430341
880	0.5436421431
881	0.5436421623
882	0.5436421798
883	0.5436391272
884	0.5436389741
885	0.5436385173
886	0.5436359147
887	0.543633585
888	0.5436330675
889	0.5436326063
890	0.5436262937
891	0.54362648
892	0.5436266487
893	0.5436268022
894	0.543626412
895	0.5436260608
896	0.543625993
897	0.5436257908
898	0.5436256099
899	0.5436254846
900	0.5436235867
901	0.5436240896
902	0.5436225377
903	0.5435015911
904	0.5434959127
905	0.5434918761
906	0.5434872241
907	0.5434836506
908	0.5434856472
909	0.5434874443
910	0.5434853193
911	0.5434825233
912	0.5434808896
913	0.5434794201
914	0.5434770538
915	0.5434758557
916	0.5434789228
917	0.5434780561
918	0.5434772773
919	0.5434765765
920	0.5434795436
921	0.5434783184
922	0.543481028
923	0.5434834984
924	0.5434837233
925	0.5434839258
926	0.5434832389
927	0.5434854058
928	0.5434858291
929	0.5434877501
930	0.5434883337
931	0.5434900173
932	0.543490729
933	0.5434921946
934	0.5434935153
935	0.5434942648
936	0.5434926241
937	0.5434939066
938	0.5434947173
939	0.5434958222
940	0.5434968173
941	0.5434975998
942	0.5435325351
943	0.5435290413
944	0.5435277164
945	0.5435253459
946	0.5435226059
947	0.5435196082
948	0.5435180622
949	0.5435175373
950	0.5435163328
951	0.5435159314
952	0.5435202167
953	0.543519297
954	0.5435177108
955	0.5435164882
956	0.5435157988
957	0.5435151784
958	0.543518678
959	0.543519486
960	0.5435156914
961	0.5435152138
962	0.5435144145
963	0.543511755
964	0.5435093617
965	0.5435102798
966	0.5435108124
967	0.5435115615
968	0.5435122357
969	0.5435104628
970	0.5435110395
971	0.5435115592
972	0.5435120319
973	0.5435124874
974	0.5435128974
975	0.5435132665
976	0.5435135982
977	0.5435118989
978	0.5435123884
979	0.5435128053
980	0.5435131812
981	0.5435136007
982	0.5435128328
983	0.543513157
984	0.5435134488
985	0.5435137115
986	0.5435128956
987	0.5435121615
988	0.5435115007
989	0.5435109061
990	0.5435113771
991	0.5435122946
992	0.5435131205
993	0.5435138638
994	0.5435145328
995	0.5435151349
996	0.5435156768
997	0.5435159171
998	0.543516377
999	0.5435165565
